ensembl_transcript_id	hgnc_symbol
ENST00000491694	PHLDB2
ENST00000491697	STK16
ENST00000491699	ATP11B
ENST00000491701	CLIP4
ENST00000491703	ATP5O
ENST00000491704	ARMC8
ENST00000491706	MEIS1
ENST00000491709	PVRL3-AS1
ENST00000491710	HIVEP1
ENST00000491711	PDSS1
ENST00000491712	SPTAN1
ENST00000491714	OPHN1
ENST00000491715	PPP1R7
ENST00000491716	ERICH6
ENST00000491718	TNRC6A
ENST00000491719	IGF2BP3
ENST00000491720	SSFA2
ENST00000491721	C2orf69
ENST00000491722	HMGN1P7
ENST00000491723	INTS6
ENST00000491724	DBIL5P2
ENST00000491725	
ENST00000491728	DENND2A
ENST00000491730	SIDT1
ENST00000491732	RPL21P129
ENST00000491734	EXD3
ENST00000491735	IDI1
ENST00000491736	SLC25A4
ENST00000491737	THOC2
ENST00000491739	P4HTM
ENST00000491740	GPR160
ENST00000491741	AKR1B1
ENST00000491746	JMJD7-PLA2G4B
ENST00000491747	BRCA1
ENST00000491748	HP1BP3
ENST00000491749	EFHC1
ENST00000491752	REV1
ENST00000491753	DLG4
ENST00000491754	DIAPH1
ENST00000491755	CCDC17
ENST00000491763	LEKR1
ENST00000491765	MYEOV2
ENST00000491767	MLF1
ENST00000491769	COL6A3
ENST00000491771	NMI
ENST00000491772	KIAA1524
ENST00000491773	UROD
ENST00000491775	ARHGEF7
ENST00000491778	AKT2
ENST00000491779	UBE2J2
ENST00000491780	ARPC2
ENST00000491781	RBMS1
ENST00000491783	TPR
ENST00000491784	AGTPBP1
ENST00000491786	TTC7A
ENST00000491787	PBX3
ENST00000491788	SMYD4
ENST00000491789	VPS45
ENST00000491791	USP4
ENST00000491792	NCAPG2
ENST00000491794	SON
ENST00000491796	GSAP
ENST00000491797	C1orf109
ENST00000491798	C3orf58
ENST00000491799	APEH
ENST00000491800	AMT
ENST00000491802	CPNE9
ENST00000491803	ARMC3
ENST00000491804	MFSD1
ENST00000491805	SPG20
ENST00000491806	KCNT1
ENST00000491807	DPP7
ENST00000491811	WLS
ENST00000491815	PRDM2
ENST00000491816	PARP1
ENST00000491817	C1orf87
ENST00000491818	ZNF639
ENST00000491820	HHLA2
ENST00000491821	LRIG1
ENST00000491823	BCAN
ENST00000491824	HCLS1
ENST00000491825	CDC42SE1
ENST00000491827	U2SURP
ENST00000491828	TCP10L
ENST00000491831	AFF4
ENST00000491832	ZNF451
ENST00000491833	SSR4
ENST00000491834	CRBN
ENST00000491835	RBBP9
ENST00000491836	RPS6KA2
ENST00000491838	BACE2
ENST00000491839	GXYLT2
ENST00000491840	ATP8A2
ENST00000491842	MEGF6
ENST00000491843	ZNF638
ENST00000491845	C3orf67
ENST00000491846	ARTN
ENST00000491847	CISH
ENST00000491848	ZNF124
ENST00000491850	RBM18
ENST00000491851	RPL36A
ENST00000491853	PRCC
ENST00000491854	TMEM245
ENST00000491855	CHIT1
ENST00000491856	CHN2
ENST00000491857	PSMD4
ENST00000491858	MAD1L1
ENST00000491859	USP19
ENST00000491862	ARHGEF26-AS1
ENST00000491864	CDYL
ENST00000491865	TRIT1
ENST00000491867	ATG4B
ENST00000491868	ITPR1
ENST00000491870	
ENST00000491872	SVIL
ENST00000491873	DNAJC19
ENST00000491874	RBM6
ENST00000491875	AK9
ENST00000491877	CD99L2
ENST00000491878	STK24
ENST00000491880	GLS2
ENST00000491881	VTA1
ENST00000491885	FYN
ENST00000491886	CFAP69
ENST00000491887	RN7SL518P
ENST00000491889	GLIS3
ENST00000491890	C10orf35
ENST00000491891	CAD
ENST00000491892	DGCR8
ENST00000491893	DAPK1
ENST00000491894	SLC9A7
ENST00000491895	GCH1
ENST00000491896	C3orf49
ENST00000491898	MRPL2
ENST00000491900	IQGAP3
ENST00000491903	IGSF11
ENST00000491905	FNBP1
ENST00000491906	B4GALT4
ENST00000491907	CCNB3
ENST00000491910	LRRC75B
ENST00000491911	ARRDC1
ENST00000491912	ST3GAL6
ENST00000491916	SS18L1
ENST00000491919	CHEK2
ENST00000491922	CCDC6
ENST00000491924	ZNF513
ENST00000491927	TIAM1
ENST00000491928	CRYGN
ENST00000491929	BIVM
ENST00000491930	
ENST00000491935	ADRM1
ENST00000491936	TMEM50A
ENST00000491937	RPS7
ENST00000491938	PRKAG2
ENST00000491939	TXNRD2
ENST00000491940	EVI5
ENST00000491942	FCRL1
ENST00000491943	MST1
ENST00000491944	SCN5A
ENST00000491950	SH2D1A
ENST00000491952	TTC3
ENST00000491953	EGFEM1P
ENST00000491954	CIZ1
ENST00000491957	MAPK14
ENST00000491958	
ENST00000491959	ZPLD1
ENST00000491960	SIRT2
ENST00000491965	EHBP1
ENST00000491966	RPS19BP1
ENST00000491969	TYW1
ENST00000491971	ZNF692
ENST00000491974	C1orf204
ENST00000491975	GPR89B
ENST00000491976	SERINC2
ENST00000491981	C1orf109
ENST00000491983	L1CAM
ENST00000491986	PLA2G6
ENST00000491987	TOM1
ENST00000491988	SCML2
ENST00000491989	COX5B
ENST00000491990	NUP188
ENST00000491992	TSPAN2
ENST00000491993	DUOXA2
ENST00000491997	INTS6
ENST00000491998	DFFB
ENST00000491999	FAM195A
ENST00000492002	EGFL7
ENST00000492003	ELN
ENST00000492004	RPL35AP35
ENST00000492005	GPD2
ENST00000492007	ZBTB8OS
ENST00000492010	DZIP1L
ENST00000492016	NELFCD
ENST00000492017	RPS12P26
ENST00000492020	CAMK2G
ENST00000492021	PDPK1
ENST00000492022	RPS15AP36
ENST00000492023	TMEM80
ENST00000492025	KBTBD12
ENST00000492026	BBOF1
ENST00000492027	SLC37A3
ENST00000492029	ITM2C
ENST00000492030	SLC26A4
ENST00000492031	C3orf67-AS1
ENST00000492036	AARSD1
ENST00000492037	PPP1R1B
ENST00000492038	ALG13
ENST00000492039	WDR92
ENST00000492040	
ENST00000492042	DHX57
ENST00000492044	AZI2
ENST00000492045	FRMPD2
ENST00000492046	PTRHD1
ENST00000492048	LAMA1
ENST00000492050	SETD6
ENST00000492054	
ENST00000492055	MACROD2
ENST00000492058	NCKAP1
ENST00000492059	FBLN2
ENST00000492061	PEF1
ENST00000492063	CD244
ENST00000492064	GORASP1
ENST00000492066	STX5
ENST00000492067	DPH5
ENST00000492068	PTGDS
ENST00000492069	SLC5A6
ENST00000492070	OSTM1
ENST00000492072	CPA4
ENST00000492073	CRTC2
ENST00000492074	PPIL3
ENST00000492076	SLC20A1
ENST00000492077	ARIH2
ENST00000492078	TBC1D2B
ENST00000492079	ITGB1BP1
ENST00000492081	ACOT9
ENST00000492083	ANKRD19P
ENST00000492085	NFASC
ENST00000492086	TRIM5
ENST00000492087	MTMR3
ENST00000492088	CATSPERG
ENST00000492091	MCM6
ENST00000492092	
ENST00000492094	OFCC1
ENST00000492095	NECAP2
ENST00000492097	GK5
ENST00000492098	ZNF621
ENST00000492099	SH3GL3
ENST00000492103	TADA3
ENST00000492104	SORBS2
ENST00000492106	IFT57
ENST00000492109	PPP5C
ENST00000492112	SRSF10
ENST00000492115	ZNF169
ENST00000492116	MORF4L2
ENST00000492120	AHR
ENST00000492121	TPM3P9
ENST00000492124	PHKG1
ENST00000492125	KLF6
ENST00000492127	STK25
ENST00000492128	RPS6KA3
ENST00000492129	PRPSAP2
ENST00000492132	
ENST00000492135	NOP56
ENST00000492137	TFIP11
ENST00000492139	PDCD10
ENST00000492141	BAD
ENST00000492143	EZH2
ENST00000492144	EIF4A2
ENST00000492146	SFMBT1
ENST00000492147	RN7SL67P
ENST00000492149	PPIF
ENST00000492152	IPO13
ENST00000492153	NDUFS2
ENST00000492155	FRMD4A
ENST00000492157	PRUNE2
ENST00000492158	ANKRD6
ENST00000492159	GATSL3
ENST00000492161	FAM198A
ENST00000492162	ADD3
ENST00000492163	MGAT4A
ENST00000492164	TIMMDC1
ENST00000492165	ARL13B
ENST00000492168	
ENST00000492169	OFCC1
ENST00000492170	MRPL55
ENST00000492171	TOMM70A
ENST00000492174	CAMSAP1
ENST00000492176	MED24
ENST00000492178	CRBN
ENST00000492179	CCNI2
ENST00000492182	XPO1
ENST00000492183	MTHFD2L
ENST00000492188	SPECC1
ENST00000492189	APOPT1
ENST00000492190	LMNB1
ENST00000492191	PSMD2
ENST00000492192	AAK1
ENST00000492193	ZRANB3
ENST00000492200	PLSCR5
ENST00000492201	DCLRE1C
ENST00000492202	MALRD1
ENST00000492203	THOC2
ENST00000492207	LRIG2
ENST00000492210	ELN
ENST00000492211	ARHGAP19
ENST00000492213	POLR2F
ENST00000492217	AKR7A2
ENST00000492218	MAPK12
ENST00000492219	MED14
ENST00000492220	RPRD2
ENST00000492223	IAH1
ENST00000492225	FBXO11
ENST00000492229	SON
ENST00000492230	ZNF491
ENST00000492232	EHMT1
ENST00000492233	ATPAF1
ENST00000492234	AGAP3
ENST00000492235	TREX1
ENST00000492236	RAD51B
ENST00000492237	TACC2
ENST00000492238	RFX8
ENST00000492239	FDX1L
ENST00000492240	IDH3B
ENST00000492242	NRSN2
ENST00000492243	PLD3
ENST00000492244	FDPS
ENST00000492245	SAP18
ENST00000492247	BBOF1
ENST00000492250	LRRC75A-AS1
ENST00000492252	CD81
ENST00000492253	CCT7
ENST00000492254	ST3GAL6
ENST00000492255	MRPL19
ENST00000492256	MIIP
ENST00000492257	EXOC6B
ENST00000492258	SPRYD7
ENST00000492259	RTEL1-TNFRSF6B
ENST00000492260	ABCA2
ENST00000492263	ENOX2
ENST00000492264	CRCP
ENST00000492265	GRB10
ENST00000492266	MTG1
ENST00000492270	UPF3A
ENST00000492271	TCEA3
ENST00000492272	BCL11A
ENST00000492273	KIAA0930
ENST00000492274	ST7L
ENST00000492275	TTC3
ENST00000492276	CORO6
ENST00000492277	RPL29
ENST00000492278	PNPLA7
ENST00000492280	HMGN1
ENST00000492281	NVL
ENST00000492283	RBMS1
ENST00000492285	GYG1
ENST00000492286	CSRP2BP
ENST00000492289	PRR5
ENST00000492291	GRIA1
ENST00000492292	NEMP2
ENST00000492294	PNISR
ENST00000492296	PIP5KL1
ENST00000492297	TMEM14B
ENST00000492299	ELAVL4
ENST00000492300	
ENST00000492302	PINK1
ENST00000492304	PLEKHO1
ENST00000492306	DPH2
ENST00000492310	HECW1
ENST00000492312	POLM
ENST00000492313	ENPP5
ENST00000492314	PBX3
ENST00000492315	ZNHIT1
ENST00000492318	STAG1
ENST00000492319	MARCH5
ENST00000492321	POLM
ENST00000492324	VDAC1
ENST00000492326	EXOC4
ENST00000492329	MST1
ENST00000492331	MCF2L2
ENST00000492333	LZTFL1
ENST00000492335	CHRM3
ENST00000492336	MORC3
ENST00000492337	SOX2-OT
ENST00000492339	DTX2
ENST00000492341	DMKN
ENST00000492343	ENO1
ENST00000492344	DEFB119
ENST00000492345	CBFA2T2
ENST00000492348	RBBP4
ENST00000492349	GNL3
ENST00000492350	PARG
ENST00000492351	PPP3CA
ENST00000492352	
ENST00000492353	B3GALNT1
ENST00000492354	SZRD1
ENST00000492355	RNF212B
ENST00000492356	RPS21
ENST00000492357	USP54
ENST00000492359	CLEC2D
ENST00000492360	FYTTD1
ENST00000492361	TNFRSF1B
ENST00000492362	IDE
ENST00000492363	CASP10
ENST00000492364	PDHA1
ENST00000492365	
ENST00000492366	BDH2
ENST00000492367	NUCB1
ENST00000492368	ANKRD16
ENST00000492369	DOCK10
ENST00000492370	MST1
ENST00000492371	UBE2V1
ENST00000492372	DKC1
ENST00000492373	NPAS2
ENST00000492375	DBI
ENST00000492376	OAT
ENST00000492377	RN7SL608P
ENST00000492378	GOT2
ENST00000492380	ANXA7
ENST00000492381	MED15
ENST00000492382	PARP9
ENST00000492386	SEMA4D
ENST00000492387	IFRD2
ENST00000492389	CEP41
ENST00000492391	RP9
ENST00000492392	ETNK2
ENST00000492394	ZNF148
ENST00000492395	ZSWIM8
ENST00000492396	PDCD10
ENST00000492397	SETD2
ENST00000492398	PLK3
ENST00000492399	GGACT
ENST00000492400	ASS1
ENST00000492401	GPR89A
ENST00000492403	EPHB4
ENST00000492404	TAF1
ENST00000492405	FUBP1
ENST00000492406	SLC35A5
ENST00000492407	HDAC3
ENST00000492409	KLHL24
ENST00000492411	NIT1
ENST00000492412	SLC16A4
ENST00000492413	SLC11A1
ENST00000492414	ADARB1
ENST00000492417	TRA2B
ENST00000492418	TMC1
ENST00000492419	TMEM230
ENST00000492420	AZIN2
ENST00000492422	CCDC30
ENST00000492423	COPS7B
ENST00000492424	BFSP1
ENST00000492427	PRSS53
ENST00000492429	PIGS
ENST00000492430	RBM5
ENST00000492431	PSRC1
ENST00000492432	PIR
ENST00000492434	SLC6A9
ENST00000492436	DOCK4
ENST00000492437	SPRTN
ENST00000492438	SPAG17
ENST00000492439	YPEL5
ENST00000492440	TTLL3
ENST00000492443	CYP1B1
ENST00000492448	EMD
ENST00000492449	VPS8
ENST00000492450	ZNF181
ENST00000492452	C3orf58
ENST00000492454	ADAD1
ENST00000492456	ZMYM4
ENST00000492457	LEFTY1
ENST00000492459	GNPAT
ENST00000492460	CACNA2D3
ENST00000492461	HLTF-AS1
ENST00000492463	AKT2
ENST00000492465	RPARP-AS1
ENST00000492466	SS18L1
ENST00000492467	ATXN2
ENST00000492470	CNIH3
ENST00000492472	RBM5
ENST00000492474	MLH1
ENST00000492475	PRR5
ENST00000492476	RNF207
ENST00000492478	CCNY
ENST00000492479	PTPRE
ENST00000492482	TOMM40L
ENST00000492484	MEI1
ENST00000492485	TRIOBP
ENST00000492487	SMYD3
ENST00000492488	ING5
ENST00000492490	SEPT8
ENST00000492491	VILL
ENST00000492492	GPR160
ENST00000492494	MUTYH
ENST00000492495	PPARGC1B
ENST00000492496	PKP4
ENST00000492497	DNAJC2
ENST00000492498	RAE1
ENST00000492502	ASCC1
ENST00000492506	HDAC3
ENST00000492508	MRPL20
ENST00000492509	PAQR9
ENST00000492513	EVI5
ENST00000492514	DSCR3
ENST00000492520	REV3L
ENST00000492522	
ENST00000492523	
ENST00000492525	RPS15AP24
ENST00000492526	SLTM
ENST00000492528	POGZ
ENST00000492530	ACOX2
ENST00000492534	RAB29
ENST00000492535	FBXO7
ENST00000492536	RUSC1
ENST00000492537	CBY1
ENST00000492538	GNAZ
ENST00000492540	PHPT1
ENST00000492541	STXBP5L
ENST00000492542	SORBS1
ENST00000492543	ABCB6
ENST00000492544	KIAA0319L
ENST00000492545	CTDSP1
ENST00000492546	SP100
ENST00000492548	SEL1L2
ENST00000492549	NDUFA5
ENST00000492550	HAX1
ENST00000492551	ESPNP
ENST00000492552	NR1D2
ENST00000492553	LINC01192
ENST00000492555	NT5DC2
ENST00000492556	CHKB-CPT1B
ENST00000492560	TBXAS1
ENST00000492561	TOMM22
ENST00000492562	FTSJ1
ENST00000492563	DCUN1D1
ENST00000492564	C9orf142
ENST00000492565	CAPN2
ENST00000492566	CBWD2
ENST00000492567	SLC22A18
ENST00000492569	
ENST00000492571	TNFRSF9
ENST00000492572	RPL10
ENST00000492575	PRSS16
ENST00000492576	CBY1
ENST00000492577	LYPLA2
ENST00000492581	PI4KA
ENST00000492582	CHKB
ENST00000492584	ERC2
ENST00000492585	DALRD3
ENST00000492587	RNPEP
ENST00000492588	C9orf16
ENST00000492590	FHIT
ENST00000492591	RN7SL350P
ENST00000492595	SEC22A
ENST00000492597	MCCC1
ENST00000492599	TIE1
ENST00000492600	RCAN1
ENST00000492601	SGMS1
ENST00000492602	SEC13
ENST00000492603	URB1
ENST00000492605	POLM
ENST00000492608	GATA2
ENST00000492609	ACKR2
ENST00000492610	ZDHHC16
ENST00000492612	TRIT1
ENST00000492613	EVI5
ENST00000492617	TTC14
ENST00000492618	CCT6A
ENST00000492620	FLAD1
ENST00000492621	RNF212B
ENST00000492622	FNDC3A
ENST00000492625	ARVCF
ENST00000492626	SNX13
ENST00000492627	CD81
ENST00000492628	AHCYL2
ENST00000492631	CROCC
ENST00000492632	PLCB4
ENST00000492633	CYP2J2
ENST00000492634	ACTN2
ENST00000492635	TADA3
ENST00000492638	RRP1
ENST00000492639	RWDD3
ENST00000492642	ZBBX
ENST00000492643	SELENBP1
ENST00000492648	TAF1B
ENST00000492650	VPS36
ENST00000492651	FAM217A
ENST00000492652	MIS18BP1
ENST00000492653	ZC4H2
ENST00000492654	HHEX
ENST00000492655	ITGB3BP
ENST00000492656	ADAMTS1
ENST00000492660	UCKL1
ENST00000492661	MME
ENST00000492662	FBXL2
ENST00000492663	MDH2
ENST00000492665	ZBTB20
ENST00000492666	ADGRL2
ENST00000492667	SEC31B
ENST00000492668	ITIH5
ENST00000492670	FANK1
ENST00000492671	TRAF3IP2
ENST00000492672	COPS3
ENST00000492674	STAG3
ENST00000492675	BEND7
ENST00000492676	RGS3
ENST00000492679	KCP
ENST00000492680	TCP11
ENST00000492683	
ENST00000492684	MRPL9
ENST00000492686	FAM133B
ENST00000492688	NOP58
ENST00000492689	TACC2
ENST00000492692	CSMD3
ENST00000492693	AGK
ENST00000492695	RPS4X
ENST00000492700	FAM107B
ENST00000492702	BRE
ENST00000492703	DSN1
ENST00000492705	PRR14L
ENST00000492707	THOC5
ENST00000492709	HM13
ENST00000492714	OXSR1
ENST00000492715	WDR13
ENST00000492719	GAPDH
ENST00000492720	DENND2A
ENST00000492721	C20orf24
ENST00000492724	FUBP1
ENST00000492725	ATP1B3-AS1
ENST00000492726	DES
ENST00000492728	CHD1L
ENST00000492729	CREB3L4
ENST00000492734	CACNA2D1
ENST00000492735	NMNAT1
ENST00000492736	YWHAZ
ENST00000492737	CACNB1
ENST00000492739	NDUFB4
ENST00000492740	NOP58
ENST00000492741	PSPC1
ENST00000492742	WDR4
ENST00000492743	RN7SL464P
ENST00000492747	SPATA17
ENST00000492750	C1orf61
ENST00000492751	EDEM1
ENST00000492753	STPG1
ENST00000492755	PCGF6
ENST00000492756	FAS
ENST00000492757	C1orf35
ENST00000492758	ATP6V1F
ENST00000492760	DOPEY2
ENST00000492761	PDE11A
ENST00000492763	FAM3A
ENST00000492766	RERE
ENST00000492768	NADK
ENST00000492769	FCRL3
ENST00000492770	PIGO
ENST00000492771	IGF2BP3
ENST00000492772	SND1
ENST00000492773	EIF2B5
ENST00000492774	ATP13A1
ENST00000492775	MCMDC2
ENST00000492779	RBM39
ENST00000492782	IKZF1
ENST00000492783	RRAGD
ENST00000492786	RPLP0P2
ENST00000492787	REPS1
ENST00000492791	ALG12
ENST00000492793	CLK1
ENST00000492795	SUCLG2
ENST00000492796	CDC42SE1
ENST00000492797	GLCCI1
ENST00000492799	RN7SL472P
ENST00000492803	PIBF1
ENST00000492804	TFAP2D
ENST00000492805	NPRL2
ENST00000492806	CCDC13
ENST00000492807	GRM1
ENST00000492810	SORBS2
ENST00000492811	PRRC2C
ENST00000492813	MAST2
ENST00000492815	EXD2
ENST00000492816	FN1
ENST00000492819	CCDC12
ENST00000492820	LCN12
ENST00000492821	ASCC2
ENST00000492822	NDUFA4
ENST00000492823	ZC3H11A
ENST00000492824	MTMR11
ENST00000492826	GCFC2
ENST00000492827	MTRF1
ENST00000492828	TSC22D2
ENST00000492830	AMFR
ENST00000492832	GUSBP2
ENST00000492833	ERG
ENST00000492836	RPL7L1
ENST00000492837	
ENST00000492838	TMUB1
ENST00000492840	SND1
ENST00000492843	PRKAG2
ENST00000492845	NADK
ENST00000492849	RNPEP
ENST00000492850	POU2F1
ENST00000492852	CYP19A1
ENST00000492853	UHRF2
ENST00000492855	
ENST00000492857	ATXN1
ENST00000492858	GPNMB
ENST00000492859	BRCA1
ENST00000492861	PKDCC
ENST00000492862	EGFL7
ENST00000492864	YBEY
ENST00000492868	FARP2
ENST00000492869	SLC25A13
ENST00000492870	NBEAL1
ENST00000492871	GUK1
ENST00000492873	WDR13
ENST00000492875	AKNA
ENST00000492877	THEMIS2
ENST00000492878	EPHB4
ENST00000492882	USP34
ENST00000492883	CCM2
ENST00000492886	ATG3
ENST00000492887	FDPS
ENST00000492888	KIAA0319L
ENST00000492891	TES
ENST00000492892	KRTCAP2
ENST00000492893	DHX30
ENST00000492895	ANKRD28
ENST00000492896	SMARCC1
ENST00000492897	HOXB-AS3
ENST00000492902	PSD
ENST00000492905	PTBP2
ENST00000492907	GNAS
ENST00000492909	PDZRN3
ENST00000492910	GIGYF2
ENST00000492914	FAM21A
ENST00000492915	NLRP12
ENST00000492917	GPLD1
ENST00000492918	RBP1
ENST00000492919	TFDP2
ENST00000492922	LINC00960
ENST00000492924	GPR160
ENST00000492930	MAP3K7CL
ENST00000492931	ADA
ENST00000492932	PDCD4
ENST00000492933	PSMD6
ENST00000492936	ACAP3
ENST00000492937	TIPARP-AS1
ENST00000492938	IMMP2L
ENST00000492940	SEPT7
ENST00000492941	RN7SL306P
ENST00000492942	FMNL2
ENST00000492945	MYO1A
ENST00000492948	MBNL1
ENST00000492950	USP21
ENST00000492953	ABCB6
ENST00000492954	PTPRU
ENST00000492956	P3H1
ENST00000492959	GTF2E1
ENST00000492961	TBX20
ENST00000492962	JAM2
ENST00000492967	RGS18
ENST00000492971	POLM
ENST00000492972	F11
ENST00000492973	TPR
ENST00000492975	
ENST00000492978	SEPT2
ENST00000492979	SSC4D
ENST00000492980	CCDC88B
ENST00000492981	
ENST00000492982	ASAP3
ENST00000492984	
ENST00000492985	DNAJC27
ENST00000492986	PES1
ENST00000492987	ASH1L
ENST00000492988	TRMT2A
ENST00000492989	KHDRBS1
ENST00000492990	ROBO1
ENST00000492991	C9orf78
ENST00000492992	ECHDC2
ENST00000492993	NME9
ENST00000492994	
ENST00000492996	HERC4
ENST00000493000	C1orf168
ENST00000493001	WDFY1
ENST00000493002	
ENST00000493003	KIAA0930
ENST00000493005	NEBL
ENST00000493006	PLD3
ENST00000493010	FOXP1
ENST00000493011	TF
ENST00000493012	ARHGAP22
ENST00000493014	QTRTD1
ENST00000493015	RRAGC
ENST00000493016	TSC22D1
ENST00000493018	RPL35
ENST00000493019	RSPH1
ENST00000493021	SLC4A10
ENST00000493023	C1QTNF6
ENST00000493024	CTNNA2
ENST00000493027	KIF2C
ENST00000493028	RPL21P123
ENST00000493030	TRIM11
ENST00000493032	RAD54L
ENST00000493033	
ENST00000493034	PIK3IP1
ENST00000493035	METAP1D
ENST00000493037	RUNDC3B
ENST00000493039	CSTF1
ENST00000493041	RINT1
ENST00000493042	NCS1
ENST00000493045	SMG7
ENST00000493050	LGI4
ENST00000493051	NPHP1
ENST00000493052	RPL7P24
ENST00000493053	ATP5C1
ENST00000493055	DGUOK
ENST00000493057	HECW1
ENST00000493059	GSK3A
ENST00000493060	NVL
ENST00000493062	SLTM
ENST00000493066	NMD3
ENST00000493068	ARHGAP19
ENST00000493070	CAPS2
ENST00000493072	RPS4XP14
ENST00000493074	KLHL24
ENST00000493076	MCM5
ENST00000493077	MEF2D
ENST00000493081	ADGRG7
ENST00000493082	BRD9
ENST00000493083	GPBP1L1
ENST00000493084	
ENST00000493085	GPM6B
ENST00000493087	FGD4
ENST00000493088	CAMSAP1
ENST00000493089	FOXP1
ENST00000493090	UBE2V1
ENST00000493091	PILRB
ENST00000493092	APH1A
ENST00000493093	SLC25A43
ENST00000493094	POPDC2
ENST00000493095	DTYMK
ENST00000493098	FANCC
ENST00000493099	GUCD1
ENST00000493100	PLK3
ENST00000493101	CD86
ENST00000493102	NAGK
ENST00000493104	MRPL38
ENST00000493106	DCAF17
ENST00000493107	SEC22C
ENST00000493110	DNAJB14
ENST00000493111	TMEM120A
ENST00000493112	SUCLG2
ENST00000493113	ALDH1A1
ENST00000493114	IRF4
ENST00000493115	DUSP15
ENST00000493116	SOX2-OT
ENST00000493118	ACOT8
ENST00000493119	ATP5F1
ENST00000493121	SLC1A4
ENST00000493122	IPO5
ENST00000493123	C3orf67-AS1
ENST00000493126	PHF20L1
ENST00000493127	FRMD4B
ENST00000493129	ACP6
ENST00000493138	GUK1
ENST00000493140	ARFGEF2
ENST00000493142	DGKB
ENST00000493145	RBBP7
ENST00000493152	SUCLA2
ENST00000493153	INTS6
ENST00000493154	ARHGAP21
ENST00000493155	VASH2
ENST00000493156	RFC2
ENST00000493157	CCNY
ENST00000493160	GYG2P1
ENST00000493161	SAMM50
ENST00000493163	TLE4
ENST00000493164	B4GALT3
ENST00000493165	RGS19
ENST00000493166	CLIP2
ENST00000493168	USP9Y
ENST00000493169	MTERF4
ENST00000493170	KLHL20
ENST00000493171	GSTM4
ENST00000493172	CAP2
ENST00000493173	BTN2A1
ENST00000493174	WBSCR27
ENST00000493175	FAM102A
ENST00000493176	AKR7L
ENST00000493177	MSH6
ENST00000493178	HSPA14
ENST00000493181	TYW5
ENST00000493184	RBBP9
ENST00000493185	CLTA
ENST00000493186	RAB7A
ENST00000493194	C10orf11
ENST00000493196	RWDD2B
ENST00000493197	PHYKPL
ENST00000493198	ZNF767P
ENST00000493199	NEK4
ENST00000493200	PLXDC1
ENST00000493201	BACH2
ENST00000493202	PIK3R3
ENST00000493205	PTGES2
ENST00000493206	MON1A
ENST00000493207	RER1
ENST00000493208	IRF1
ENST00000493209	GUK1
ENST00000493212	PHTF1
ENST00000493214	
ENST00000493217	TSC22D4
ENST00000493220	NF1
ENST00000493222	UGP2
ENST00000493223	SMOX
ENST00000493224	RPS27
ENST00000493226	PDK3
ENST00000493227	MIOS
ENST00000493228	PCBD1
ENST00000493231	CLEC19A
ENST00000493232	BRAT1
ENST00000493233	CENPL
ENST00000493235	ACPP
ENST00000493237	MME
ENST00000493240	LHPP
ENST00000493241	TTLL3
ENST00000493243	ADCY2
ENST00000493245	CA9
ENST00000493246	UMAD1
ENST00000493247	MBP
ENST00000493249	ADGRF1
ENST00000493252	DDX27
ENST00000493254	CYSLTR1
ENST00000493256	LYSMD4
ENST00000493257	CMAHP
ENST00000493258	RINT1
ENST00000493259	CPA4
ENST00000493260	CYTH2
ENST00000493261	ING5
ENST00000493262	PARP12
ENST00000493263	STK35
ENST00000493267	ING4
ENST00000493268	DPP6
ENST00000493269	RARS2
ENST00000493270	GAD1
ENST00000493271	SNRNP200
ENST00000493272	ZNF528
ENST00000493273	DLX6
ENST00000493274	MCTS1
ENST00000493276	
ENST00000493277	ZNF655
ENST00000493278	CALU
ENST00000493279	TOPORSLP1
ENST00000493281	IPO5
ENST00000493282	TDGF1
ENST00000493283	PTCD2
ENST00000493285	ZNF33B
ENST00000493286	PPARA
ENST00000493287	MRPL20
ENST00000493288	PGD
ENST00000493290	PON2
ENST00000493293	LAMC2
ENST00000493294	DLG4
ENST00000493295	IL10RB
ENST00000493296	FMOD
ENST00000493298	TM4SF1
ENST00000493299	EIF4G1
ENST00000493301	STX16
ENST00000493302	IGF2BP2
ENST00000493303	CSMD3
ENST00000493306	KLF4
ENST00000493307	LRRC61
ENST00000493310	AHSA2
ENST00000493311	ALDH1A1
ENST00000493315	WDPCP
ENST00000493316	CFAP74
ENST00000493317	RPL21
ENST00000493321	DNAJA4
ENST00000493322	TAF6
ENST00000493323	
ENST00000493324	NGLY1
ENST00000493327	KIAA0895
ENST00000493328	ZMYM6
ENST00000493330	CFAP61
ENST00000493331	GSTA1
ENST00000493333	FAM122B
ENST00000493335	SMTN
ENST00000493337	TTC21A
ENST00000493338	ABCB8
ENST00000493340	TBXAS1
ENST00000493341	VPS13A
ENST00000493342	POLA1
ENST00000493344	EIF2B4
ENST00000493347	PPP5C
ENST00000493348	TM4SF1
ENST00000493349	EYA1
ENST00000493352	MCM7
ENST00000493356	PFDN4
ENST00000493359	NCKAP1
ENST00000493360	MPHOSPH10
ENST00000493361	CBLL1
ENST00000493364	HM13
ENST00000493365	ABTB1
ENST00000493368	GRHPR
ENST00000493370	B3GNT5
ENST00000493372	LMTK2
ENST00000493373	PARK7
ENST00000493374	PPP1R7
ENST00000493376	BCS1L
ENST00000493378	ARF4
ENST00000493380	FRMD4A
ENST00000493381	TCTA
ENST00000493382	PLSCR4
