Geneid	Eff_Size	percentage_gc_content
ENSMUSG00000033047	21070	47.61
ENSMUSG00000033053	94920	41.69
ENSMUSG00000033054	43543	37.6
ENSMUSG00000033055	14069	52.04
ENSMUSG00000033059	49832	48.36
ENSMUSG00000033060	216704	41.94
ENSMUSG00000033061	7248	47.37
ENSMUSG00000033063	171165	38.56
ENSMUSG00000033065	42815	48.49
ENSMUSG00000033066	244895	47.37
ENSMUSG00000033068	27408	49.16
ENSMUSG00000033075	66873	43.2
ENSMUSG00000033080	12449	46.9
ENSMUSG00000033082	30496	38.89
ENSMUSG00000033083	174507	42.69
ENSMUSG00000033088	68824	53.31
ENSMUSG00000033096	27915	43.06
ENSMUSG00000033099	13018	52.51
ENSMUSG00000033102	88511	43.19
ENSMUSG00000033105	36337	49.28
ENSMUSG00000033106	12020	43.41
ENSMUSG00000033107	40557	43.97
ENSMUSG00000033111	21499	40.71
ENSMUSG00000033114	35296	42.82
ENSMUSG00000033122	32213	44.58
ENSMUSG00000033124	17098	52.42
ENSMUSG00000033126	14065	49.13
ENSMUSG00000033128	20429	56.17
ENSMUSG00000033147	82916	45.05
ENSMUSG00000033149	214932	41.06
ENSMUSG00000033152	36434	51
ENSMUSG00000033156	6071	41.53
ENSMUSG00000033157	16940	40.36
ENSMUSG00000033159	13792	49.58
ENSMUSG00000033161	33033	48.23
ENSMUSG00000033166	26858	39.83
ENSMUSG00000033170	32856	54.47
ENSMUSG00000033174	108816	50.82
ENSMUSG00000033177	40180	41.51
ENSMUSG00000033182	99989	42.92
ENSMUSG00000033184	46139	42.59
ENSMUSG00000033186	13848	41.56
ENSMUSG00000033187	29462	42.03
ENSMUSG00000033191	23787	52.3
ENSMUSG00000033192	67306	41.7
ENSMUSG00000033196	33627	42.63
ENSMUSG00000033200	6558	54.06
ENSMUSG00000033207	149051	42.32
ENSMUSG00000033208	8790	47.06
ENSMUSG00000033209	422292	46.78
ENSMUSG00000033210	75749	39.64
ENSMUSG00000033213	5408	43.32
ENSMUSG00000033214	12825	50.75
ENSMUSG00000033216	191884	46.5
ENSMUSG00000033219	6061	45.12
ENSMUSG00000033220	16650	53.4
ENSMUSG00000033222	38475	45.28
ENSMUSG00000033227	15622	53.1
ENSMUSG00000033228	56869	40.1
ENSMUSG00000033233	20718	49.23
ENSMUSG00000033237	128211	41.67
ENSMUSG00000033249	7797	53.63
ENSMUSG00000033253	58477	52.04
ENSMUSG00000033255	58205	45.47
ENSMUSG00000033256	22575	52.24
ENSMUSG00000033257	53512	43.92
ENSMUSG00000033268	37567	48.96
ENSMUSG00000033272	7921	52.1
ENSMUSG00000033276	41886	46.63
ENSMUSG00000033278	693180	43.37
ENSMUSG00000033282	106087	39.84
ENSMUSG00000033285	29445	42.31
ENSMUSG00000033287	12479	57.87
ENSMUSG00000033294	7595	54.72
ENSMUSG00000033295	92322	53.64
ENSMUSG00000033306	615220	41.55
ENSMUSG00000033307	1451	62.25
ENSMUSG00000033308	879679	37.65
ENSMUSG00000033313	6781	52.04
ENSMUSG00000033316	80031	49.06
ENSMUSG00000033318	4406	53.87
ENSMUSG00000033319	29951	40.24
ENSMUSG00000033323	65646	48.61
ENSMUSG00000033326	48868	49.88
ENSMUSG00000033327	61489	53.66
ENSMUSG00000033335	88181	50.32
ENSMUSG00000033342	119356	39.13
ENSMUSG00000033343	1895	46.62
ENSMUSG00000033350	14758	48.18
ENSMUSG00000033352	104718	39.91
ENSMUSG00000033355	5876	46.49
ENSMUSG00000033356	24150	44.63
ENSMUSG00000033361	16185	47.8
ENSMUSG00000033364	119854	40.08
ENSMUSG00000033365	24720	51.65
ENSMUSG00000033368	20215	42.21
ENSMUSG00000033373	159810	46.59
ENSMUSG00000033377	58002	41.86
ENSMUSG00000033379	5058	55.09
ENSMUSG00000033382	84336	39.46
ENSMUSG00000033383	7947	48.32
ENSMUSG00000033386	55973	43.12
ENSMUSG00000033389	166741	45.72
ENSMUSG00000033392	112801	40.67
ENSMUSG00000033396	72908	45
ENSMUSG00000033400	82190	41.88
ENSMUSG00000033405	30970	43.98
ENSMUSG00000033409	13221	46.94
ENSMUSG00000033411	66892	38.08
ENSMUSG00000033416	175067	45.16
ENSMUSG00000033417	62117	38.87
ENSMUSG00000033419	123857	41.47
ENSMUSG00000033420	207231	46.88
ENSMUSG00000033423	126939	47.08
ENSMUSG00000033427	41367	46.52
ENSMUSG00000033429	20342	42.31
ENSMUSG00000033430	12768	45.77
ENSMUSG00000033434	7047	60.55
ENSMUSG00000033436	9608	51.72
ENSMUSG00000033439	39628	41.46
ENSMUSG00000033444	106401	43.1
ENSMUSG00000033446	10799	36.39
ENSMUSG00000033450	11973	45.37
ENSMUSG00000033453	29225	49.06
ENSMUSG00000033454	38874	43.01
ENSMUSG00000033458	32626	47.34
ENSMUSG00000033460	7181	44.48
ENSMUSG00000033467	5779	59.11
ENSMUSG00000033470	21788	40.96
ENSMUSG00000033475	2871	52.33
ENSMUSG00000033478	34215	47.28
ENSMUSG00000033486	24856	42.83
ENSMUSG00000033487	182001	39.12
ENSMUSG00000033488	36595	44.42
ENSMUSG00000033491	18238	44.56
ENSMUSG00000033498	29669	48.16
ENSMUSG00000033499	89034	41.5
ENSMUSG00000033501	6915	45.99
ENSMUSG00000033502	163684	43.5
ENSMUSG00000033508	3075	54.62
ENSMUSG00000033510	317896	43.07
ENSMUSG00000033520	10335	44.77
ENSMUSG00000033526	57321	46.07
ENSMUSG00000033530	223492	46.68
ENSMUSG00000033533	57670	41.68
ENSMUSG00000033538	31665	36.95
ENSMUSG00000033540	28430	49.5
ENSMUSG00000033542	33715	44.49
ENSMUSG00000033543	14363	39.73
ENSMUSG00000033544	25357	40.58
ENSMUSG00000033545	96951	45.45
ENSMUSG00000033554	54551	42.33
ENSMUSG00000033557	49324	43.88
ENSMUSG00000033565	235421	43.37
ENSMUSG00000033569	780790	37.58
ENSMUSG00000033576	16877	50.47
ENSMUSG00000033577	158776	40.83
ENSMUSG00000033578	12662	43.64
ENSMUSG00000033579	51697	48.43
ENSMUSG00000033581	111421	45.58
ENSMUSG00000033585	5345	44.5
ENSMUSG00000033589	5350	57.29
ENSMUSG00000033590	80170	47.75
ENSMUSG00000033594	6637	57.37
ENSMUSG00000033595	10682	53.21
ENSMUSG00000033596	33721	42.92
ENSMUSG00000033597	26294	55.44
ENSMUSG00000033610	72253	43.73
ENSMUSG00000033615	33659	46.62
ENSMUSG00000033618	46617	46.29
ENSMUSG00000033623	55288	43.89
ENSMUSG00000033624	47472	43.52
ENSMUSG00000033628	79845	42.43
ENSMUSG00000033629	37463	44.74
ENSMUSG00000033632	305336	39.21
ENSMUSG00000033633	37156	47.51
ENSMUSG00000033634	7037	46.72
ENSMUSG00000033644	61527	43.99
ENSMUSG00000033653	230232	44.26
ENSMUSG00000033658	35305	44.06
ENSMUSG00000033669	15902	46.47
ENSMUSG00000033671	144778	40.31
ENSMUSG00000033676	415669	39.95
ENSMUSG00000033684	45151	50.47
ENSMUSG00000033685	15672	54.21
ENSMUSG00000033688	58796	45.81
ENSMUSG00000033697	101552	47.81
ENSMUSG00000033701	139663	40.53
ENSMUSG00000033703	23834	50.73
ENSMUSG00000033705	122177	45.86
ENSMUSG00000033706	17615	49.2
ENSMUSG00000033707	12481	53.44
ENSMUSG00000033712	19350	48.82
ENSMUSG00000033713	259782	47.18
ENSMUSG00000033715	44384	40.08
ENSMUSG00000033717	7601	58.85
ENSMUSG00000033720	126116	48.76
ENSMUSG00000033721	351050	40.4
ENSMUSG00000033722	40195	53.02
ENSMUSG00000033726	19208	51.55
ENSMUSG00000033728	12723	52.8
ENSMUSG00000033730	4128	64.54
ENSMUSG00000033731	21399	47.14
ENSMUSG00000033732	40610	42.31
ENSMUSG00000033735	8820	50.19
ENSMUSG00000033737	71675	38.72
ENSMUSG00000033739	2896	51.89
ENSMUSG00000033740	380173	38.75
ENSMUSG00000033751	6454	51.81
ENSMUSG00000033752	68728	41.6
ENSMUSG00000033760	20408	42.28
ENSMUSG00000033762	10928	55.19
ENSMUSG00000033763	25235	54.56
ENSMUSG00000033765	1829	50.27
ENSMUSG00000033767	154246	45.61
ENSMUSG00000033768	139250	53.68
ENSMUSG00000033769	462213	40
ENSMUSG00000033770	17056	52.98
ENSMUSG00000033773	68601	41.93
ENSMUSG00000033774	7383	48.73
ENSMUSG00000033777	21375	42.57
ENSMUSG00000033781	21089	44.81
ENSMUSG00000033788	210803	48.88
ENSMUSG00000033790	41204	40.88
ENSMUSG00000033792	106384	39.8
ENSMUSG00000033793	102257	39.86
ENSMUSG00000033794	6272	44.66
ENSMUSG00000033799	53409	38.07
ENSMUSG00000033805	28945	42.58
ENSMUSG00000033808	56329	39.61
ENSMUSG00000033809	6768	49.94
ENSMUSG00000033813	43112	38.79
ENSMUSG00000033819	27423	49.63
ENSMUSG00000033825	2625	56.7
ENSMUSG00000033826	265493	45.62
ENSMUSG00000033831	13532	40.98
ENSMUSG00000033834	4615	40.63
ENSMUSG00000033837	2970	59.4
ENSMUSG00000033845	21020	42.62
ENSMUSG00000033847	39764	41.55
ENSMUSG00000033849	23238	34
ENSMUSG00000033850	1877	43.56
ENSMUSG00000033852	20728	54.69
ENSMUSG00000033854	146479	43.79
ENSMUSG00000033855	69423	45.01
ENSMUSG00000033857	17564	55.53
ENSMUSG00000033860	9418	42.79
ENSMUSG00000033862	9052	53.18
ENSMUSG00000033863	28948	47.56
ENSMUSG00000033871	106285	49.02
ENSMUSG00000033872	4760	53.06
ENSMUSG00000033880	12188	54.02
ENSMUSG00000033882	41754	37.59
ENSMUSG00000033883	26014	42.24
ENSMUSG00000033885	69738	45.33
ENSMUSG00000033898	56468	37.25
ENSMUSG00000033900	43895	43.82
ENSMUSG00000033902	62293	47.29
ENSMUSG00000033904	32728	43.16
ENSMUSG00000033906	139604	38.96
ENSMUSG00000033909	38282	51.25
ENSMUSG00000033910	60330	39.79
ENSMUSG00000033916	3698	51.01
ENSMUSG00000033917	18925	46.61
ENSMUSG00000033918	26459	43.03
ENSMUSG00000033931	27333	43.86
ENSMUSG00000033933	10671	47.32
ENSMUSG00000033938	9477	54.52
ENSMUSG00000033940	13271	45.45
ENSMUSG00000033943	87693	38.22
ENSMUSG00000033948	117470	40.75
ENSMUSG00000033949	52154	42.12
ENSMUSG00000033952	50909	40.38
ENSMUSG00000033953	44340	40.98
ENSMUSG00000033955	31210	53.22
ENSMUSG00000033960	54669	45.68
ENSMUSG00000033961	12293	51.47
ENSMUSG00000033963	5313	45.28
ENSMUSG00000033964	39117	36.33
ENSMUSG00000033965	128832	42.62
ENSMUSG00000033966	43215	44.18
ENSMUSG00000033967	6895	52.2
ENSMUSG00000033970	12097	42.91
ENSMUSG00000033972	26195	37.1
ENSMUSG00000033981	136933	36.81
ENSMUSG00000033983	24881	46.09
ENSMUSG00000033985	89280	43.1
ENSMUSG00000033987	123974	54.1
ENSMUSG00000033991	94630	38.52
ENSMUSG00000033998	37882	47.46
ENSMUSG00000034000	12520	50.47
ENSMUSG00000034006	45533	49.74
ENSMUSG00000034007	374880	38.71
ENSMUSG00000034009	106321	41.58
ENSMUSG00000034021	146790	39.39
ENSMUSG00000034022	16297	53.7
ENSMUSG00000034023	73272	43.65
ENSMUSG00000034024	14778	44.8
ENSMUSG00000034028	75127	36.64
ENSMUSG00000034031	2407	52.82
ENSMUSG00000034032	30869	48.81
ENSMUSG00000034035	6246	50.04
ENSMUSG00000034037	103418	50.4
ENSMUSG00000034039	5205	53.97
ENSMUSG00000034040	445823	44.22
ENSMUSG00000034041	5058	57.26
ENSMUSG00000034042	40382	40.54
ENSMUSG00000034055	136530	39.84
ENSMUSG00000034057	123448	44.88
ENSMUSG00000034059	7211	52.5
ENSMUSG00000034063	50718	46.53
ENSMUSG00000034064	29779	45.65
ENSMUSG00000034066	115132	43.39
ENSMUSG00000034071	10234	45.64
ENSMUSG00000034075	32257	41.7
ENSMUSG00000034083	30978	41.63
ENSMUSG00000034087	46860	39.19
ENSMUSG00000034088	84195	43.5
ENSMUSG00000034098	645013	36
ENSMUSG00000034101	58013	42.03
ENSMUSG00000034105	20403	52.87
ENSMUSG00000034107	34357	50.32
ENSMUSG00000034108	15013	47.14
ENSMUSG00000034109	92937	41.4
ENSMUSG00000034110	15313	47.94
ENSMUSG00000034111	41166	43.65
ENSMUSG00000034112	60932	51.56
ENSMUSG00000034115	77530	46.84
ENSMUSG00000034116	52619	48
ENSMUSG00000034117	7995	51.55
ENSMUSG00000034118	65192	45.79
ENSMUSG00000034120	6151	48.56
ENSMUSG00000034121	14632	50.33
ENSMUSG00000034122	33103	38.17
ENSMUSG00000034126	46095	45.39
ENSMUSG00000034127	34131	40.39
ENSMUSG00000034135	218476	45.54
ENSMUSG00000034139	29119	36.15
ENSMUSG00000034145	72792	49.06
ENSMUSG00000034151	130161	36.82
ENSMUSG00000034152	43491	41.88
ENSMUSG00000034154	111448	40.88
ENSMUSG00000034156	34886	54.07
ENSMUSG00000034157	23182	45.72
ENSMUSG00000034158	29073	41.95
ENSMUSG00000034159	11967	53.86
ENSMUSG00000034160	52336	40.49
ENSMUSG00000034161	3166	61.35
ENSMUSG00000034163	55661	38.17
ENSMUSG00000034164	48882	51.25
ENSMUSG00000034165	103415	48.05
ENSMUSG00000034168	8223	60.09
ENSMUSG00000034171	58615	49.81
ENSMUSG00000034173	12876	45.6
ENSMUSG00000034175	9957	54.09
ENSMUSG00000034177	79375	46.21
ENSMUSG00000034185	10167	50.81
ENSMUSG00000034187	140620	44.26
ENSMUSG00000034189	16389	52.25
ENSMUSG00000034190	18297	47.92
ENSMUSG00000034192	7954	46.01
ENSMUSG00000034194	13045	52.15
ENSMUSG00000034201	17295	58.65
ENSMUSG00000034203	12619	46.93
ENSMUSG00000034205	92171	47.07
ENSMUSG00000034206	93316	40.2
ENSMUSG00000034209	3670	57.35
ENSMUSG00000034210	47784	41.32
ENSMUSG00000034211	13549	45.13
ENSMUSG00000034212	36023	49.81
ENSMUSG00000034216	14499	51.81
ENSMUSG00000034218	107929	38.96
ENSMUSG00000034219	26859	42.29
ENSMUSG00000034220	34293	54.48
ENSMUSG00000034224	25595	52.51
ENSMUSG00000034226	3774	59.41
ENSMUSG00000034227	7318	59.65
ENSMUSG00000034235	78363	40.86
ENSMUSG00000034239	97540	40.87
ENSMUSG00000034243	70584	43.81
ENSMUSG00000034245	21876	51.94
ENSMUSG00000034247	54380	48.13
ENSMUSG00000034248	49285	48.75
ENSMUSG00000034252	85066	39.18
ENSMUSG00000034254	12188	55.05
ENSMUSG00000034255	38610	52.85
ENSMUSG00000034258	70481	45.6
ENSMUSG00000034259	5225	52
ENSMUSG00000034263	29350	43.27
ENSMUSG00000034265	264406	46.32
ENSMUSG00000034266	23373	47.64
ENSMUSG00000034269	88551	38.21
ENSMUSG00000034271	42654	50.33
ENSMUSG00000034274	36408	47.14
ENSMUSG00000034275	40286	51.62
ENSMUSG00000034278	37603	48.07
ENSMUSG00000034282	23902	57.15
ENSMUSG00000034285	22898	48.2
ENSMUSG00000034290	45234	43.4
ENSMUSG00000034292	38372	47.88
ENSMUSG00000034295	429463	44.32
ENSMUSG00000034297	101409	37.08
ENSMUSG00000034300	19371	48.72
ENSMUSG00000034303	76082	39.59
ENSMUSG00000034308	15247	47.64
ENSMUSG00000034310	657928	44.98
ENSMUSG00000034311	106991	40.23
ENSMUSG00000034312	161447	49.99
ENSMUSG00000034317	12819	38.16
ENSMUSG00000034320	31063	44.38
ENSMUSG00000034321	11956	44.86
ENSMUSG00000034324	329835	46.38
ENSMUSG00000034327	31119	40.05
ENSMUSG00000034329	150509	39.34
ENSMUSG00000034330	141145	48.87
ENSMUSG00000034333	38620	43.96
ENSMUSG00000034334	35790	42.53
ENSMUSG00000034336	13869	48.3
ENSMUSG00000034339	587	43.54
ENSMUSG00000034341	11599	52.3
ENSMUSG00000034342	96156	42.91
ENSMUSG00000034343	48875	43.45
ENSMUSG00000034345	10586	42.08
ENSMUSG00000034349	35095	37.9
ENSMUSG00000034353	48396	49.32
ENSMUSG00000034354	121583	41.36
ENSMUSG00000034359	97438	37.01
ENSMUSG00000034361	40737	51.88
ENSMUSG00000034362	14078	41.39
ENSMUSG00000034371	14311	50.02
ENSMUSG00000034377	162745	44.35
ENSMUSG00000034379	3567	46.64
ENSMUSG00000034382	39079	52.21
ENSMUSG00000034384	7957	50.32
ENSMUSG00000034387	31242	49.63
ENSMUSG00000034390	209216	51.09
ENSMUSG00000034391	47655	42.88
ENSMUSG00000034394	19307	55.19
ENSMUSG00000034401	114816	37.96
ENSMUSG00000034402	284176	39.14
ENSMUSG00000034403	8863	50.47
ENSMUSG00000034412	31449	49.13
ENSMUSG00000034413	37851	52.99
ENSMUSG00000034416	95071	49.34
ENSMUSG00000034422	47976	43.38
ENSMUSG00000034424	13306	45.97
ENSMUSG00000034427	44054	55.06
ENSMUSG00000034429	9839	50.47
ENSMUSG00000034430	42562	46.08
ENSMUSG00000034432	14808	46.66
ENSMUSG00000034435	6563	49.85
ENSMUSG00000034437	983	49.8
ENSMUSG00000034438	128833	41.79
ENSMUSG00000034442	7970	39.88
ENSMUSG00000034445	12568	46.51
ENSMUSG00000034449	9741	51.04
ENSMUSG00000034450	24688	49.09
ENSMUSG00000034452	33959	48.8
ENSMUSG00000034453	109569	44.2
ENSMUSG00000034456	34734	49.61
ENSMUSG00000034457	49267	37.05
ENSMUSG00000034459	11794	42.91
ENSMUSG00000034460	24702	45.42
ENSMUSG00000034462	56538	43.41
ENSMUSG00000034463	37754	48.08
ENSMUSG00000034467	11377	43.52
ENSMUSG00000034471	19633	57.22
ENSMUSG00000034472	13345	52.93
ENSMUSG00000034473	58008	41.02
ENSMUSG00000034480	727645	35.46
ENSMUSG00000034482	4221	50.82
ENSMUSG00000034484	46508	39.58
ENSMUSG00000034485	90250	45.32
ENSMUSG00000034486	5400	57.6
ENSMUSG00000034487	21488	44.15
ENSMUSG00000034488	515428	35.98
ENSMUSG00000034493	40457	44.96
ENSMUSG00000034501	48276	41.18
ENSMUSG00000034509	7432	47.79
ENSMUSG00000034518	43849	42.8
ENSMUSG00000034520	25124	43.98
ENSMUSG00000034522	44483	48.17
ENSMUSG00000034525	56620	45.15
ENSMUSG00000034528	24127	42.95
ENSMUSG00000034532	56028	44.69
ENSMUSG00000034533	116992	47.33
ENSMUSG00000034538	14957	41.76
ENSMUSG00000034543	46996	40.56
ENSMUSG00000034544	389006	37.86
ENSMUSG00000034551	136682	36.5
ENSMUSG00000034552	28373	39.24
ENSMUSG00000034555	120762	35.34
ENSMUSG00000034557	149791	40.29
ENSMUSG00000034560	58382	40.18
ENSMUSG00000034563	38408	43.84
ENSMUSG00000034566	5738	48.13
ENSMUSG00000034570	15538	52.48
ENSMUSG00000034573	185213	43.15
ENSMUSG00000034574	167293	45
ENSMUSG00000034575	41408	49.28
ENSMUSG00000034579	15762	50.92
ENSMUSG00000034583	12806	41.76
ENSMUSG00000034584	86363	42.95
ENSMUSG00000034586	24644	53.54
ENSMUSG00000034587	30115	45.98
ENSMUSG00000034591	112383	44.47
ENSMUSG00000034593	167476	39.94
ENSMUSG00000034595	14320	53.77
ENSMUSG00000034601	112334	41.42
ENSMUSG00000034602	93747	41.92
ENSMUSG00000034607	64106	35.02
ENSMUSG00000034610	108679	36.93
ENSMUSG00000034612	215929	49
ENSMUSG00000034613	277259	45.82
ENSMUSG00000034614	16842	50.46
ENSMUSG00000034616	10244	54.5
ENSMUSG00000034617	25033	45.9
ENSMUSG00000034620	24871	39.66
ENSMUSG00000034621	88655	41.47
ENSMUSG00000034623	16127	46.62
ENSMUSG00000034634	2308	52.08
ENSMUSG00000034636	80418	43.15
ENSMUSG00000034639	13842	43.09
ENSMUSG00000034640	31466	36.87
ENSMUSG00000034641	10293	45.85
ENSMUSG00000034645	38283	44.33
ENSMUSG00000034647	121096	41.86
ENSMUSG00000034648	44202	40.62
ENSMUSG00000034652	19351	48.04
ENSMUSG00000034653	70856	37.04
ENSMUSG00000034656	263224	49.23
ENSMUSG00000034659	15139	48.94
ENSMUSG00000034660	19697	46.59
ENSMUSG00000034663	102658	42.51
ENSMUSG00000034664	22279	52.44
ENSMUSG00000034667	44928	46.15
ENSMUSG00000034673	9774	57.08
ENSMUSG00000034674	26345	45.33
ENSMUSG00000034675	19196	55.36
ENSMUSG00000034677	8937	50.87
ENSMUSG00000034681	13140	47
ENSMUSG00000034683	116542	38.79
ENSMUSG00000034684	34172	56.02
ENSMUSG00000034685	13820	57.47
ENSMUSG00000034686	10248	56.31
ENSMUSG00000034687	428482	42.73
ENSMUSG00000034689	2665	41.99
ENSMUSG00000034690	63888	42.53
ENSMUSG00000034701	6959	44.06
ENSMUSG00000034706	35049	49.58
ENSMUSG00000034707	36010	49.92
ENSMUSG00000034708	10207	54.4
ENSMUSG00000034709	62504	46.01
ENSMUSG00000034714	49285	51.07
ENSMUSG00000034723	60867	38.73
ENSMUSG00000034724	104151	36.94
ENSMUSG00000034729	20609	48.85
ENSMUSG00000034730	80148	55.55
ENSMUSG00000034731	159447	43.64
ENSMUSG00000034732	5403	39.43
ENSMUSG00000034738	55418	42.58
ENSMUSG00000034739	11783	56.55
ENSMUSG00000034744	12329	49.05
ENSMUSG00000034748	8797	56.78
ENSMUSG00000034751	634215	43.19
ENSMUSG00000034755	634306	34.59
ENSMUSG00000034757	6850	50.82
ENSMUSG00000034758	13257	54.38
ENSMUSG00000034761	98064	41.88
ENSMUSG00000034762	204115	50.69
ENSMUSG00000034764	23064	44.41
ENSMUSG00000034765	15795	50.73
ENSMUSG00000034768	13562	48.93
ENSMUSG00000034771	22505	53.93
ENSMUSG00000034773	19337	50.99
ENSMUSG00000034774	41779	38.1
ENSMUSG00000034777	28291	47.36
ENSMUSG00000034780	562571	38.27
ENSMUSG00000034781	20563	56.09
ENSMUSG00000034783	8172	48.25
ENSMUSG00000034785	17674	49.96
ENSMUSG00000034786	3291	58.13
ENSMUSG00000034789	4622	52.47
ENSMUSG00000034792	24054	50.53
ENSMUSG00000034793	6687	52.04
ENSMUSG00000034795	77470	39.45
ENSMUSG00000034796	23076	52.46
ENSMUSG00000034799	59963	54.18
ENSMUSG00000034800	17597	45.93
ENSMUSG00000034801	106604	40.65
ENSMUSG00000034807	17064	52.51
ENSMUSG00000034810	118827	37.34
ENSMUSG00000034813	641087	43.32
ENSMUSG00000034818	30150	55.99
ENSMUSG00000034820	26095	42.2
ENSMUSG00000034825	27982	41.96
ENSMUSG00000034826	23007	41.16
ENSMUSG00000034829	8870	51.43
ENSMUSG00000034832	108710	49.16
ENSMUSG00000034833	41484	38.82
ENSMUSG00000034837	8267	53.35
ENSMUSG00000034839	28252	47.16
ENSMUSG00000034842	86733	44.88
ENSMUSG00000034845	16030	53.67
ENSMUSG00000034848	81572	40.61
ENSMUSG00000034850	18010	48.55
ENSMUSG00000034853	66499	50.32
ENSMUSG00000034854	12705	58.19
ENSMUSG00000034855	4503	47.2
ENSMUSG00000034858	83936	43.41
ENSMUSG00000034863	13797	57.76
ENSMUSG00000034867	58240	49.06
ENSMUSG00000034868	18578	47.41
ENSMUSG00000034871	16326	50.4
ENSMUSG00000034872	6528	51.83
ENSMUSG00000034875	11799	46.51
ENSMUSG00000034880	1471	55.74
ENSMUSG00000034881	8202	55.76
ENSMUSG00000034883	11697	43.49
ENSMUSG00000034889	7872	58.65
ENSMUSG00000034891	9880	54.96
ENSMUSG00000034892	2157	49.08
ENSMUSG00000034893	56364	42.13
ENSMUSG00000034898	167641	42.89
ENSMUSG00000034902	32740	57.45
ENSMUSG00000034903	159406	40.71
ENSMUSG00000034906	34452	47.42
ENSMUSG00000034908	22525	54.58
ENSMUSG00000034910	34452	43.68
ENSMUSG00000034911	15076	51.17
ENSMUSG00000034912	766812	36.32
ENSMUSG00000034913	12118	45.52
ENSMUSG00000034917	21084	55.38
ENSMUSG00000034918	39330	50.48
ENSMUSG00000034919	21075	52.95
ENSMUSG00000034923	6271	49.62
ENSMUSG00000034926	32103	50.28
ENSMUSG00000034928	19710	53.66
ENSMUSG00000034930	21059	53.96
ENSMUSG00000034931	39471	45.25
ENSMUSG00000034932	3046	55.09
ENSMUSG00000034936	3673	53.58
ENSMUSG00000034940	88894	44.22
ENSMUSG00000034947	12684	48.3
ENSMUSG00000034949	26451	56.23
ENSMUSG00000034951	105676	47.94
ENSMUSG00000034957	5269	62.59
ENSMUSG00000034958	30321	49.5
ENSMUSG00000034959	39156	45.07
ENSMUSG00000034968	2810	59.35
ENSMUSG00000034973	109245	38.9
ENSMUSG00000034974	11956	54.29
ENSMUSG00000034981	114347	42.94
ENSMUSG00000034987	33092	48.68
ENSMUSG00000034990	85731	46.23
ENSMUSG00000034993	10251	53.7
ENSMUSG00000034994	8974	56.56
ENSMUSG00000034997	68990	42.66
ENSMUSG00000034998	57179	40.84
ENSMUSG00000035000	88477	41.56
ENSMUSG00000035004	12638	43.39
ENSMUSG00000035007	13811	47.57
ENSMUSG00000035011	24583	59.71
ENSMUSG00000035020	9558	40.57
ENSMUSG00000035021	128518	42.12
ENSMUSG00000035024	70635	43.11
ENSMUSG00000035027	22504	54.04
ENSMUSG00000035031	64355	43.32
ENSMUSG00000035032	237218	43.6
ENSMUSG00000035033	16670	48.04
ENSMUSG00000035041	17566	51.76
ENSMUSG00000035042	5700	46.64
ENSMUSG00000035045	228991	39.49
ENSMUSG00000035047	18694	50.4
ENSMUSG00000035048	10506	47.61
ENSMUSG00000035049	37620	49.39
ENSMUSG00000035051	57249	44.48
ENSMUSG00000035057	35965	42.33
ENSMUSG00000035062	21573	38.51
ENSMUSG00000035064	71785	47.75
ENSMUSG00000035067	221564	46.71
ENSMUSG00000035069	60200	41.26
ENSMUSG00000035078	22739	44.97
ENSMUSG00000035085	4606	52.04
ENSMUSG00000035086	23399	45.86
ENSMUSG00000035093	54106	42.94
ENSMUSG00000035095	33378	49.9
ENSMUSG00000035104	54861	46.8
ENSMUSG00000035105	27541	45.88
ENSMUSG00000035107	69685	42.47
ENSMUSG00000035109	104964	44.48
ENSMUSG00000035112	20990	51.01
ENSMUSG00000035121	13030	47.6
ENSMUSG00000035125	43817	42.82
ENSMUSG00000035126	83797	40.59
ENSMUSG00000035129	2195	49.18
ENSMUSG00000035131	414715	34.78
ENSMUSG00000035133	56972	35.08
ENSMUSG00000035139	36973	47.11
ENSMUSG00000035142	219961	40.56
ENSMUSG00000035148	6448	41.89
ENSMUSG00000035150	27967	41.36
ENSMUSG00000035151	30992	42.06
ENSMUSG00000035152	114766	41.96
ENSMUSG00000035158	220512	42.41
ENSMUSG00000035161	89775	37.01
ENSMUSG00000035164	62259	39.1
ENSMUSG00000035165	10085	47.62
ENSMUSG00000035168	248677	46.06
ENSMUSG00000035171	74841	42.03
ENSMUSG00000035172	12254	56.77
ENSMUSG00000035173	41608	43.66
ENSMUSG00000035177	55885	40.95
ENSMUSG00000035179	10098	52.49
ENSMUSG00000035181	103209	42.32
ENSMUSG00000035183	22883	41.18
ENSMUSG00000035184	57155	46.12
ENSMUSG00000035186	3134	41.11
ENSMUSG00000035187	9995	52.74
ENSMUSG00000035189	403033	40.52
ENSMUSG00000035191	8840	41.62
ENSMUSG00000035198	8747	51.28
ENSMUSG00000035199	24068	45.19
ENSMUSG00000035200	23874	48.73
ENSMUSG00000035201	11030	44.04
ENSMUSG00000035202	99605	43.96
ENSMUSG00000035203	20750	51.35
ENSMUSG00000035206	16296	58.19
ENSMUSG00000035208	22743	44.04
ENSMUSG00000035211	61337	47.08
ENSMUSG00000035212	13544	45.02
ENSMUSG00000035215	2852	54.88
ENSMUSG00000035226	63894	50.61
ENSMUSG00000035227	28708	43.68
ENSMUSG00000035228	42828	50.66
ENSMUSG00000035232	70155	39.88
