Geneid	Eff_Size	percentage_gc_content
ENSG00000185668	5935	63.17
ENSG00000185669	10543	57.19
ENSG00000185670	9217	51.23
ENSG00000185674	14242	41.93
ENSG00000185681	41048	47.57
ENSG00000185684	60003	47.28
ENSG00000185686	15435	50.06
ENSG00000185689	55061	41.69
ENSG00000185697	59311	36.72
ENSG00000185700	3565	45.8
ENSG00000185701	1871	44.34
ENSG00000185710	46108	38.52
ENSG00000185716	86018	39.3
ENSG00000185721	131330	44.37
ENSG00000185722	114190	44.91
ENSG00000185728	50396	37.56
ENSG00000185730	12397	58.48
ENSG00000185736	570671	47.83
ENSG00000185737	1116937	37.5
ENSG00000185739	58408	51.8
ENSG00000185742	12878	44.7
ENSG00000185745	18553	38.56
ENSG00000185753	26676	45.19
ENSG00000185758	1325	51.13
ENSG00000185760	584629	37.35
ENSG00000185761	12211	60.93
ENSG00000185774	1224323	37.71
ENSG00000185775	10530	52.97
ENSG00000185787	94230	45.4
ENSG00000185792	33569	44.61
ENSG00000185798	16294	43.07
ENSG00000185800	15513	57.55
ENSG00000185803	10063	65.97
ENSG00000185808	21923	42.2
ENSG00000185811	110761	43.43
ENSG00000185813	17396	64.46
ENSG00000185818	15448	66.04
ENSG00000185821	1877	40.15
ENSG00000185823	15051	47.42
ENSG00000185825	26824	54.34
ENSG00000185829	69865	43.35
ENSG00000185834	993	51.71
ENSG00000185837	6692	49.27
ENSG00000185838	78703	52.87
ENSG00000185839	1379	52.46
ENSG00000185842	522723	37.4
ENSG00000185847	23145	44.8
ENSG00000185860	48673	39.71
ENSG00000185862	12418	37.1
ENSG00000185863	2690	63.34
ENSG00000185864	54031	45.38
ENSG00000185869	35909	39.33
ENSG00000185873	22445	35.42
ENSG00000185875	13794	37.6
ENSG00000185880	48106	39.92
ENSG00000185883	7900	60.18
ENSG00000185885	2846	57.05
ENSG00000185888	32044	42.65
ENSG00000185894	33083	42.58
ENSG00000185896	32170	50.64
ENSG00000185897	3880	60.32
ENSG00000185899	1913	47.54
ENSG00000185900	31805	45.29
ENSG00000185903	1705	44.67
ENSG00000185904	22130	43.47
ENSG00000185905	6128	56.72
ENSG00000185909	7033	58.06
ENSG00000185915	7281	58.39
ENSG00000185917	52160	44.84
ENSG00000185920	90668	47.49
ENSG00000185924	94293	54.35
ENSG00000185926	1859	44.52
ENSG00000185933	8554	56.56
ENSG00000185940	1865	65.17
ENSG00000185942	753985	37.47
ENSG00000185946	36415	35.03
ENSG00000185947	49932	38.82
ENSG00000185950	42008	46.75
ENSG00000185955	8847	49.93
ENSG00000185958	78688	43.76
ENSG00000185960	39451	51.23
ENSG00000185962	539	64.81
ENSG00000185963	59876	51.35
ENSG00000185966	1729	54.16
ENSG00000185972	3881	52.55
ENSG00000185973	183751	37.38
ENSG00000185974	75521	60.32
ENSG00000185982	2201	41.39
ENSG00000185985	15877	49.62
ENSG00000185986	23571	47.9
ENSG00000185988	13735	60.56
ENSG00000185989	159591	56.73
ENSG00000186001	109849	40.91
ENSG00000186007	77912	47.07
ENSG00000186008	1499	46.4
ENSG00000186009	10870	56.35
ENSG00000186010	16026	53.15
ENSG00000186017	51264	40.96
ENSG00000186019	11170	39.85
ENSG00000186020	78675	40.96
ENSG00000186026	21820	43.68
ENSG00000186038	12454	47.5
ENSG00000186047	136587	40.02
ENSG00000186049	13641	52.12
ENSG00000186051	1311	51.52
ENSG00000186056	12347	56.43
ENSG00000186063	49429	38.46
ENSG00000186073	239646	37.44
ENSG00000186074	20828	48.69
ENSG00000186075	12027	38.91
ENSG00000186076	1529	56.08
ENSG00000186081	10404	50.88
ENSG00000186082	2499	55.68
ENSG00000186086	98150	40.25
ENSG00000186088	114650	40.18
ENSG00000186090	9893	47.47
ENSG00000186092	1835	42.81
ENSG00000186094	1498520	39.05
ENSG00000186103	16922	41.87
ENSG00000186104	19328	39.86
ENSG00000186105	4962	32.72
ENSG00000186106	55852	39.74
ENSG00000186111	76990	60.55
ENSG00000186113	1889	44.87
ENSG00000186115	23239	46.13
ENSG00000186117	1871	47.65
ENSG00000186118	6229	48.86
ENSG00000186119	1883	45.75
ENSG00000186124	1841	41.69
ENSG00000186130	9380	36.76
ENSG00000186132	66151	39.21
ENSG00000186136	1889	39.26
ENSG00000186141	21210	43.11
ENSG00000186143	4570	58.72
ENSG00000186146	6193	33.97
ENSG00000186148	56432	44.88
ENSG00000186150	2955	57.31
ENSG00000186152	5671	55.44
ENSG00000186153	1118140	42.64
ENSG00000186160	52827	39.77
ENSG00000186162	15144	47.2
ENSG00000186163	8721	41.61
ENSG00000186166	22754	45.88
ENSG00000186174	42203	59.25
ENSG00000186184	53098	39.21
ENSG00000186185	27657	49.25
ENSG00000186187	120788	45.85
ENSG00000186188	41875	47.74
ENSG00000186190	19658	53.04
ENSG00000186191	34555	49.15
ENSG00000186193	12312	63.61
ENSG00000186197	140378	44.65
ENSG00000186198	8966	47.8
ENSG00000186204	29768	45.95
ENSG00000186205	42156	45.28
ENSG00000186207	2152	50.3
ENSG00000186212	6439	60.65
ENSG00000186222	3233	54.05
ENSG00000186223	1163	49.14
ENSG00000186226	3511	48.98
ENSG00000186230	13173	48.04
ENSG00000186231	220258	38.88
ENSG00000186232	1163	49.31
ENSG00000186234	11344	53.02
ENSG00000186235	10031	54.7
ENSG00000186244	743	41.4
ENSG00000186260	212030	38.53
ENSG00000186265	39290	38.47
ENSG00000186268	1901	45.32
ENSG00000186272	14538	47.68
ENSG00000186280	28815	36.3
ENSG00000186281	23189	55.41
ENSG00000186283	20563	52.61
ENSG00000186288	4473	49.62
ENSG00000186297	86998	43.55
ENSG00000186298	30165	41.52
ENSG00000186300	27606	45.94
ENSG00000186301	6958	60.99
ENSG00000186306	1889	47.62
ENSG00000186310	5277	42.29
ENSG00000186312	31201	43
ENSG00000186314	368945	38.53
ENSG00000186318	38242	49.51
ENSG00000186326	5787	61.78
ENSG00000186328	655	53.05
ENSG00000186329	98085	39.38
ENSG00000186334	31579	42.88
ENSG00000186335	36875	43.17
ENSG00000186340	44661	49.53
ENSG00000186350	134301	62.16
ENSG00000186352	7187	45.33
ENSG00000186354	10327	49.75
ENSG00000186364	4981	54.02
ENSG00000186367	21007	35.76
ENSG00000186369	21246	38.36
ENSG00000186376	101986	41.67
ENSG00000186377	29731	39.21
ENSG00000186393	7657	38.62
ENSG00000186395	6602	42.64
ENSG00000186399	14855	53.37
ENSG00000186400	1961	44.34
ENSG00000186407	17603	50.81
ENSG00000186409	204838	39.32
ENSG00000186416	21562	42.08
ENSG00000186417	73528	44.76
ENSG00000186431	18590	47.88
ENSG00000186432	80006	37.2
ENSG00000186439	427454	34.97
ENSG00000186440	1907	49.37
ENSG00000186442	8751	53.58
ENSG00000186446	11397	39.42
ENSG00000186448	70350	40.2
ENSG00000186451	17404	45.44
ENSG00000186452	48300	39.05
ENSG00000186453	28045	42.82
ENSG00000186458	5481	42.9
ENSG00000186462	5099	40.35
ENSG00000186466	17069	52.41
ENSG00000186468	9423	44.77
ENSG00000186469	159526	40.23
ENSG00000186470	20203	44.34
ENSG00000186471	26049	46.85
ENSG00000186472	431790	33.81
ENSG00000186474	7907	54.32
ENSG00000186479	110434	39.01
ENSG00000186480	16109	44.41
ENSG00000186481	60987	37.69
ENSG00000186487	555228	44.5
ENSG00000186493	5191	58.86
ENSG00000186496	16692	42.68
ENSG00000186501	18731	51.87
ENSG00000186508	1805	46.95
ENSG00000186509	160223	40.01
ENSG00000186510	18651	59.91
ENSG00000186513	2169	51.52
ENSG00000186517	28088	49.52
ENSG00000186522	75355	40.38
ENSG00000186523	16269	53.66
ENSG00000186526	22468	47.79
ENSG00000186529	53068	46.12
ENSG00000186532	57926	46.16
ENSG00000186543	4070	61.89
ENSG00000186562	2253	38.31
ENSG00000186564	9349	64.92
ENSG00000186566	117588	40.95
ENSG00000186567	27284	47.31
ENSG00000186572	4385	37.2
ENSG00000186575	102212	45.79
ENSG00000186577	5319	61.63
ENSG00000186579	4184	36.04
ENSG00000186583	36678	51.28
ENSG00000186591	128609	41.85
ENSG00000186594	8667	56.95
ENSG00000186599	2255	38.34
ENSG00000186603	3257	62.8
ENSG00000186615	84427	40.78
ENSG00000186625	56407	42.14
ENSG00000186628	57244	43.96
ENSG00000186635	117586	54.91
ENSG00000186638	83045	42.61
ENSG00000186642	105632	55.35
ENSG00000186645	6664	52.18
ENSG00000186648	24393	57.83
ENSG00000186652	5701	51.04
ENSG00000186654	74381	56.73
ENSG00000186660	47151	36.47
ENSG00000186665	4300	49.59
ENSG00000186666	10811	45.14
ENSG00000186675	4497	46.87
ENSG00000186676	3147	47.05
ENSG00000186678	3622	39.79
ENSG00000186684	40449	45.93
ENSG00000186687	40967	38.11
ENSG00000186704	27324	56.95
ENSG00000186710	11144	55.32
ENSG00000186714	200287	37.36
ENSG00000186715	20507	50.44
ENSG00000186716	150722	53.07
ENSG00000186723	2247	56.41
ENSG00000186732	102473	52.28
ENSG00000186743	1479	54.73
ENSG00000186765	10753	59.89
ENSG00000186766	7168	61.79
ENSG00000186767	8233	37.43
ENSG00000186777	36839	38
ENSG00000186787	4474	51.45
ENSG00000186788	56619	42.66
ENSG00000186790	3961	68.25
ENSG00000186792	8673	58.89
ENSG00000186795	13965	50.58
ENSG00000186803	1925	41.12
ENSG00000186806	14359	54.85
ENSG00000186810	4469	61.26
ENSG00000186812	34813	41.49
ENSG00000186814	47197	42.35
ENSG00000186815	86263	50.56
ENSG00000186818	32798	47.12
ENSG00000186825	8025	56.19
ENSG00000186827	4533	70.39
ENSG00000186831	7132	58.58
ENSG00000186832	8596	59.38
ENSG00000186834	7199	48.22
ENSG00000186838	7304	55.49
ENSG00000186842	5421	50.6
ENSG00000186844	843	64.45
ENSG00000186847	6923	55.16
ENSG00000186854	94129	45.98
ENSG00000186860	1557	56.1
ENSG00000186862	29295	55.13
ENSG00000186866	29832	52.95
ENSG00000186867	53907	38.64
ENSG00000186868	148872	49.7
ENSG00000186871	38754	43.97
ENSG00000186881	1919	46.35
ENSG00000186886	2081	42.65
ENSG00000186889	14655	39.29
ENSG00000186891	4553	67.46
ENSG00000186895	9692	60.94
ENSG00000186897	6848	59.48
ENSG00000186907	19372	54.59
ENSG00000186908	98908	36.11
ENSG00000186910	11802	46.1
ENSG00000186912	3189	56.68
ENSG00000186918	62935	48.07
ENSG00000186919	16012	60.02
ENSG00000186924	591	45.27
ENSG00000186925	659	47.58
ENSG00000186930	625	55.27
ENSG00000186940	911	62.06
ENSG00000186943	1925	44.03
ENSG00000186951	106454	46.4
ENSG00000186952	459286	36.01
ENSG00000186960	43521	37.39
ENSG00000186965	759	48.16
ENSG00000186967	619	48.71
ENSG00000186970	1341	46.8
ENSG00000186971	1593	47.3
ENSG00000186973	12086	43.92
ENSG00000186976	292150	42.97
ENSG00000186977	921	48.81
ENSG00000186980	421	56.4
ENSG00000186994	24272	55.19
ENSG00000186998	58645	52.65
ENSG00000187003	2987	57.1
ENSG00000187005	1197	43.91
ENSG00000187010	61365	46.66
ENSG00000187012	3916	54.51
ENSG00000187013	3059	70.85
ENSG00000187017	40703	60.14
ENSG00000187021	23776	44.74
ENSG00000187024	35490	54.18
ENSG00000187026	879	47.95
ENSG00000187033	30115	41.85
ENSG00000187037	152304	38.45
ENSG00000187045	48209	55.23
ENSG00000187048	16197	48.46
ENSG00000187049	9540	48.57
ENSG00000187051	7525	54.82
ENSG00000187054	58725	37
ENSG00000187066	8590	55.56
ENSG00000187068	80865	39.82
ENSG00000187079	280271	42.75
ENSG00000187080	2213	43.27
ENSG00000187082	4212	36.18
ENSG00000187091	26580	53.99
ENSG00000187094	10467	47.85
ENSG00000187097	71768	44.47
ENSG00000187098	236095	38.57
ENSG00000187103	1065	44.47
ENSG00000187105	84672	46.19
ENSG00000187109	65801	37.2
ENSG00000187116	7829	50.54
ENSG00000187118	94094	35.93
ENSG00000187122	196985	50.45
ENSG00000187123	149196	39.87
ENSG00000187134	153103	40.13
ENSG00000187135	39468	51.2
ENSG00000187140	4171	64
ENSG00000187144	54813	50.37
ENSG00000187147	256217	47.21
ENSG00000187151	28216	36.98
ENSG00000187164	253351	39.09
ENSG00000187166	2599	60.69
ENSG00000187170	2011	47.67
ENSG00000187172	107034	37.59
ENSG00000187173	1670	47.82
ENSG00000187175	1175	60.37
ENSG00000187180	1893	49.3
ENSG00000187185	20874	52.8
ENSG00000187186	3782	61.23
ENSG00000187187	45914	39.84
ENSG00000187189	8359	47.75
ENSG00000187191	53939	36.06
ENSG00000187193	3545	54.03
ENSG00000187210	94029	42.83
ENSG00000187223	1872	49.37
ENSG00000187229	15554	39.17
ENSG00000187231	174447	36.9
ENSG00000187238	575	64.58
ENSG00000187239	162607	43.76
ENSG00000187240	384716	35.1
ENSG00000187242	7774	43.25
ENSG00000187243	12368	59.97
ENSG00000187244	17385	58.93
ENSG00000187257	93785	39.26
ENSG00000187258	222767	39.67
ENSG00000187260	38862	57.01
ENSG00000187266	10216	57.07
ENSG00000187268	14922	39.45
ENSG00000187272	7572	42.07
ENSG00000187288	15469	47.2
ENSG00000187323	1208891	37.02
ENSG00000187325	12749	38.54
ENSG00000187372	10121	47.07
ENSG00000187391	1446606	36.83
ENSG00000187398	594512	35.15
ENSG00000187416	580476	40.03
ENSG00000187446	55001	44.02
ENSG00000187472	524	39.76
ENSG00000187474	33798	42.77
ENSG00000187475	1435	48.33
ENSG00000187479	21369	53.45
ENSG00000187481	7693	46.15
ENSG00000187483	7987	50.03
ENSG00000187486	6676	63.78
ENSG00000187492	12266	55
ENSG00000187498	166374	44.9
ENSG00000187504	1491	41.42
ENSG00000187510	54948	39.94
ENSG00000187513	4466	59.35
ENSG00000187514	10024	61.71
ENSG00000187516	1001	48.1
ENSG00000187522	38395	39.55
ENSG00000187527	110281	39.46
ENSG00000187531	15536	57.63
ENSG00000187533	48519	33.35
ENSG00000187534	883	56.56
ENSG00000187535	109851	54.44
ENSG00000187536	1463	48.5
ENSG00000187537	34364	37.17
ENSG00000187545	6899	47.85
ENSG00000187546	365284	34.99
ENSG00000187550	8448	57.36
ENSG00000187553	13092	58.56
ENSG00000187554	38484	46.61
ENSG00000187555	80389	46.24
ENSG00000187556	19682	56.97
ENSG00000187559	4077	59.93
ENSG00000187566	2375	60.02
ENSG00000187569	7184	45.97
ENSG00000187581	1698	53.6
ENSG00000187583	12201	62.65
ENSG00000187589	2423	42
ENSG00000187595	44917	53.81
ENSG00000187600	56917	43.33
ENSG00000187601	2923	48.02
ENSG00000187605	134043	46.75
ENSG00000187607	27964	39.97
ENSG00000187608	14345	56.43
ENSG00000187609	123992	57.01
ENSG00000187612	1865	40.62
ENSG00000187616	15034	57.49
ENSG00000187621	39901	46.37
ENSG00000187624	23445	49.85
ENSG00000187626	9976	44.69
ENSG00000187627	112899	40.41
ENSG00000187630	39050	43.65
ENSG00000187634	22915	65.99
ENSG00000187642	10313	67.76
ENSG00000187650	8249	53.34
ENSG00000187653	269	44.44
ENSG00000187657	3458	51.2
ENSG00000187658	9276	48.34
ENSG00000187664	10724	59.43
ENSG00000187672	967988	40.68
ENSG00000187676	136906	41.08
ENSG00000187678	21958	51.21
ENSG00000187682	2531	55.85
ENSG00000187686	16958	42.73
ENSG00000187688	24871	53.24
ENSG00000187689	15239	37.58
ENSG00000187690	3857	60.86
ENSG00000187695	63882	47.06
ENSG00000187699	329872	37.45
ENSG00000187701	1907	52.62
ENSG00000187713	3113	56.71
ENSG00000187714	4839	67.19
ENSG00000187715	78257	39.28
ENSG00000187720	702268	42.5
ENSG00000187721	7119	38.88
ENSG00000187726	23522	50.45
ENSG00000187730	13355	62.53
ENSG00000187733	9916	34.04
ENSG00000187735	60368	39.44
ENSG00000187736	88657	43.12
ENSG00000187741	88844	50.45
ENSG00000187742	50969	42.36
ENSG00000187747	2015	49.31
ENSG00000187753	41324	41.62
ENSG00000187754	12121	44.71
ENSG00000187758	16919	35.55
ENSG00000187762	619	42.26
ENSG00000187763	1867	48.07
ENSG00000187764	151503	51.34
ENSG00000187766	1751	65.87
ENSG00000187772	131789	36.66
ENSG00000187773	27688	49.58
ENSG00000187775	169805	52.36
ENSG00000187778	14878	55.12
ENSG00000187783	28959	51.54
ENSG00000187790	73418	37.51
ENSG00000187791	11110	47.18
ENSG00000187792	19338	50.09
ENSG00000187796	18477	64.46
ENSG00000187800	28266	57.04
ENSG00000187801	16002	41.8
ENSG00000187806	10768	41.37
ENSG00000187808	3103	66.37
ENSG00000187812	13457	52.55
ENSG00000187815	22376	41.16
ENSG00000187821	3199	65.78
ENSG00000187823	5225	44.51
ENSG00000187824	34809	40.31
ENSG00000187833	36003	42.94
ENSG00000187837	1283	57.48
ENSG00000187838	7950	58.45
ENSG00000187840	31097	49.34
ENSG00000187847	1819	48.13
ENSG00000187848	5575	67.15
ENSG00000187855	4519	51.28
ENSG00000187857	1877	41.85
ENSG00000187860	28609	54.68
ENSG00000187862	9872	55.15
ENSG00000187866	9107	40.73
ENSG00000187867	8327	59.5
ENSG00000187870	12220	38.26
ENSG00000187871	76935	35.75
ENSG00000187889	105525	38.48
ENSG00000187893	49413	43.45
ENSG00000187900	1859	36.67
ENSG00000187902	20206	56.95
ENSG00000187904	4208	46.6
ENSG00000187905	23750	51.97
ENSG00000187908	91144	49.13
ENSG00000187912	30311	49.11
ENSG00000187918	1877	49.41
ENSG00000187922	9452	63.24
ENSG00000187942	17446	54.29
ENSG00000187944	6943	37.08
ENSG00000187950	89170	37.28
ENSG00000187951	157683	40.92
ENSG00000187952	2467	67.1
ENSG00000187953	47613	48.28
ENSG00000187954	25882	61.94
ENSG00000187955	320903	38.78
ENSG00000187957	360864	41.04
ENSG00000187959	15431	50.55
ENSG00000187961	8523	67.87
ENSG00000187969	1683	51.66
ENSG00000187979	29736	39.24
ENSG00000187980	19469	51.69
ENSG00000187984	82252	40.62
ENSG00000187987	14855	39.86
ENSG00000187988	2337	42.77
ENSG00000187994	14646	53.25
ENSG00000187997	22587	52.25
ENSG00000187999	1847	45.02
ENSG00000188000	6447	44.14
ENSG00000188001	387625	39.36
ENSG00000188002	38449	50.36
ENSG00000188004	23374	48.18
ENSG00000188010	54474	39.59
ENSG00000188011	6829	65.65
ENSG00000188013	2149	60.74
ENSG00000188015	2998	58.02
ENSG00000188021	8459	44.3
ENSG00000188026	68923	50.55
ENSG00000188029	15451	41.56
ENSG00000188032	5796	55.98
ENSG00000188033	67058	45.75
ENSG00000188037	39263	46.07
ENSG00000188038	5102	55.81
ENSG00000188039	106482	48.08
ENSG00000188042	8025	50.16
ENSG00000188050	2889	40.07
ENSG00000188051	15375	50.53
ENSG00000188056	13270	42.71
ENSG00000188060	5423	58.17
ENSG00000188064	61818	60.2
ENSG00000188069	1877	44.09
ENSG00000188070	14831	61.54
ENSG00000188076	1924	57.03
ENSG00000188078	1392	55.85
ENSG00000188086	73695	42.13
ENSG00000188089	75431	50.21
ENSG00000188092	70271	39.86
ENSG00000188095	19946	51.43
ENSG00000188100	4769	49.9
ENSG00000188101	10301	50.33
ENSG00000188107	2004315	35.06
ENSG00000188112	48353	52.52
ENSG00000188120	74526	35.99
ENSG00000188124	2137	50.14
ENSG00000188130	25799	64.68
ENSG00000188133	7481	42.09
ENSG00000188152	15849	57.58
ENSG00000188153	266439	35.75
ENSG00000188155	14295	48.55
ENSG00000188157	46753	65.71
ENSG00000188158	370742	42.34
ENSG00000188162	110486	48.8
ENSG00000188163	5987	60.35
ENSG00000188167	10346	49.95
ENSG00000188171	49122	38.66
ENSG00000188175	40421	35.85
ENSG00000188176	26790	57.24
ENSG00000188177	76272	36.91
ENSG00000188185	62575	44.37
ENSG00000188186	8973	53.24
ENSG00000188191	182944	54.13
ENSG00000188199	16534	58.42
ENSG00000188206	11272	37.11
ENSG00000188211	32053	44.5
ENSG00000188215	51707	43.13
ENSG00000188219	51403	37.97
ENSG00000188223	9878	52.97
ENSG00000188227	53830	42.72
ENSG00000188229	4605	63.25
ENSG00000188234	31755	41.11
ENSG00000188242	9740	58.18
ENSG00000188243	27117	40
ENSG00000188257	6670	52.09
ENSG00000188263	21842	58.65
ENSG00000188266	35515	43.18
ENSG00000188269	44810	42.25
ENSG00000188277	4739	58.4
ENSG00000188280	17823	41.2
ENSG00000188282	59978	46.65
ENSG00000188283	39229	41.4
ENSG00000188290	2328	74.32
ENSG00000188293	2260	56.3
ENSG00000188295	6390	43.07
ENSG00000188305	10128	59.97
ENSG00000188306	17680	41.97
ENSG00000188312	304843	40.03
ENSG00000188313	34024	36.31
ENSG00000188314	1865	51.34
ENSG00000188315	14120	48.07
ENSG00000188316	65440	40.84
ENSG00000188321	32120	40.31
ENSG00000188322	36322	55.29
ENSG00000188324	1889	39.05
ENSG00000188334	24778	41.41
ENSG00000188338	20208	58.43
ENSG00000188340	1907	44.86
ENSG00000188342	168013	39.12
ENSG00000188343	40389	38.54
ENSG00000188352	347682	36.92
ENSG00000188365	4029	63.32
ENSG00000188368	11298	54.15
ENSG00000188372	47269	50.47
ENSG00000188373	12444	48.37
ENSG00000188375	2113	44.65
ENSG00000188379	2269	39.74
ENSG00000188383	3014	59.76
ENSG00000188385	87746	55.39
ENSG00000188386	6773	43.87
ENSG00000188388	8377	53.8
ENSG00000188389	11141	63.14
ENSG00000188393	34928	38.73
ENSG00000188394	2339	45.81
ENSG00000188396	1525	69.86
ENSG00000188399	11379	34.53
ENSG00000188403	788	54.82
ENSG00000188404	23756	38.85
ENSG00000188408	3317	46.1
ENSG00000188419	195027	36.96
ENSG00000188425	3313	59.08
ENSG00000188428	54162	40
ENSG00000188438	4583	37.46
ENSG00000188439	2271	37.94
ENSG00000188451	7440	60.27
ENSG00000188452	148754	37.01
ENSG00000188459	2987	52.41
ENSG00000188460	2251	57.82
ENSG00000188467	26478	35.32
ENSG00000188477	27962	45.08
ENSG00000188483	5421	64.99
ENSG00000188486	3227	66.42
ENSG00000188487	138219	43.7
ENSG00000188488	35453	49.18
ENSG00000188493	14072	54.97
ENSG00000188501	22318	44.82
ENSG00000188505	6901	56.8
ENSG00000188508	8895	52.19
ENSG00000188511	249787	51.01
ENSG00000188512	625	42.49
ENSG00000188517	498589	36.92
ENSG00000188522	43891	58.07
ENSG00000188523	165421	49.16
ENSG00000188525	5284	49.04
ENSG00000188529	26400	39.02
ENSG00000188536	1719	67.25
ENSG00000188542	7669	53.35
ENSG00000188549	17025	58.79
ENSG00000188554	49613	44.16
ENSG00000188558	1901	49.53
ENSG00000188559	334302	40.42
ENSG00000188566	14190	59.33
ENSG00000188573	3037	69.39
ENSG00000188580	1025624	36.09
ENSG00000188581	1805	52.49
ENSG00000188582	18687	41.7
ENSG00000188585	4875	54.43
ENSG00000188596	398703	38.09
ENSG00000188599	20623	45.29
ENSG00000188603	22791	51.7
ENSG00000188610	20926	41.53
ENSG00000188611	72817	37.06
ENSG00000188612	20769	46.32
ENSG00000188613	8033	50.86
ENSG00000188620	2952	69.38
ENSG00000188624	5265	38.92
ENSG00000188626	38632	43.92
ENSG00000188629	22352	38.88
ENSG00000188636	11221	56.28
ENSG00000188641	849749	35.09
ENSG00000188643	7960	57.24
ENSG00000188646	735	47.83
ENSG00000188647	62637	36.03
ENSG00000188649	34890	38.34
ENSG00000188655	7548	37.53
ENSG00000188656	3863	52.87
ENSG00000188659	26280	37.38
ENSG00000188660	11514	61.7
ENSG00000188662	10969	54.03
ENSG00000188668	2057	48.3
ENSG00000188672	70376	46.8
ENSG00000188674	26165	41.54
ENSG00000188676	86221	41.79
ENSG00000188677	181141	50.79
ENSG00000188681	63700	45.63
ENSG00000188687	135197	45.71
ENSG00000188690	44911	46.1
ENSG00000188691	2263	44.46
ENSG00000188693	49078	40.24
ENSG00000188694	3299	42.55
ENSG00000188706	45864	43.4
ENSG00000188707	5865	55.68
ENSG00000188710	5768	58.4
ENSG00000188712	1873	42.26
ENSG00000188716	21341	47.64
ENSG00000188725	7654	36.57
ENSG00000188729	69593	36.16
ENSG00000188730	159588	39.85
ENSG00000188732	30577	40.02
ENSG00000188735	78698	51.94
ENSG00000188738	118423	34.45
ENSG00000188739	33387	44.48
ENSG00000188747	12734	62.38
ENSG00000188755	13066	59.82
ENSG00000188760	9510	56.18
ENSG00000188761	13630	42.33
ENSG00000188763	4675	68.43
ENSG00000188765	419	49.52
ENSG00000188766	17030	56.25
ENSG00000188770	16080	51.14
ENSG00000188771	13596	44.95
ENSG00000188778	6924	59.14
ENSG00000188779	19336	60.14
ENSG00000188782	14437	50.8
ENSG00000188783	21271	50
ENSG00000188784	4393	59.6
ENSG00000188785	17729	45.35
ENSG00000188786	58077	43.61
ENSG00000188800	6633	43.03
ENSG00000188801	2417	40.86
ENSG00000188803	331327	43.68
ENSG00000188807	32917	59.34
ENSG00000188811	18212	37.72
ENSG00000188816	4178	60.09
ENSG00000188817	31003	40.88
ENSG00000188818	62333	47.93
ENSG00000188820	3603	49
ENSG00000188822	48090	47.63
ENSG00000188825	26249	48.4
ENSG00000188827	39008	52.4
ENSG00000188828	24153	47.4
ENSG00000188831	2437	40.36
ENSG00000188833	10288	67.44
ENSG00000188846	19921	44.36
ENSG00000188848	50705	42.3
ENSG00000188850	13131	41.21
ENSG00000188856	1775	51.8
ENSG00000188859	114886	45.08
ENSG00000188868	19090	42.6
ENSG00000188869	47844	42.91
ENSG00000188873	1307	49.69
ENSG00000188877	73303	37.05
ENSG00000188878	38297	53.45
ENSG00000188883	33219	49.51
ENSG00000188886	16240	52.22
ENSG00000188895	22015	45.42
ENSG00000188897	175748	50.76
ENSG00000188906	186006	35.24
ENSG00000188909	4980	53.87
ENSG00000188910	7567	56.92
ENSG00000188916	65139	44.48
ENSG00000188917	46825	44.9
ENSG00000188921	41273	36.71
ENSG00000188931	3917	42.27
ENSG00000188933	25642	42.86
ENSG00000188937	31264	46.95
ENSG00000188938	10815	50.78
ENSG00000188958	67218	39.5
ENSG00000188959	21088	47.55
ENSG00000188976	20644	59.55
ENSG00000188981	34922	56.63
ENSG00000188984	16693	46.11
ENSG00000188985	1117	42.04
ENSG00000188986	21072	56.65
ENSG00000188991	92123	36.22
ENSG00000188992	103822	35.86
ENSG00000188993	27245	38.9
ENSG00000188994	124491	37.67
ENSG00000188996	2049	56.59
ENSG00000188997	21737	48.16
ENSG00000189001	6970	57.65
ENSG00000189002	57050	36.76
ENSG00000189007	35016	38.36
ENSG00000189013	12706	48.04
ENSG00000189014	43441	38.51
ENSG00000189023	7379	48.31
ENSG00000189030	1351	54.29
ENSG00000189037	1769	50.96
ENSG00000189042	44813	40.54
ENSG00000189043	11861	37.82
ENSG00000189045	63674	41.32
ENSG00000189046	7733	51.05
ENSG00000189050	15920	38.09
ENSG00000189051	10192	52.11
ENSG00000189052	2268	64.85
ENSG00000189056	530374	37.48
ENSG00000189057	24088	38.92
ENSG00000189058	17700	46
ENSG00000189060	4687	53.2
ENSG00000189064	7826	44.17
ENSG00000189067	93719	49.14
ENSG00000189068	24239	46.34
ENSG00000189077	9819	61.59
ENSG00000189079	190502	36.1
ENSG00000189089	2327	47.85
ENSG00000189090	4940	49.97
ENSG00000189091	66301	43.72
ENSG00000189099	15271	39.82
ENSG00000189108	1204661	37.45
ENSG00000189114	5722	59.54
ENSG00000189120	15041	55.24
ENSG00000189127	17757	43.03
ENSG00000189129	14917	50.35
ENSG00000189132	4239	53.49
ENSG00000189134	3277	44.66
ENSG00000189136	47443	39.14
ENSG00000189139	5875	46.6
ENSG00000189143	37853	49.38
ENSG00000189144	86156	41.38
ENSG00000189145	809	46.17
ENSG00000189149	20257	41.62
ENSG00000189152	33735	54.65
ENSG00000189157	79248	41.26
ENSG00000189159	36447	46.27
ENSG00000189164	28441	40.73
ENSG00000189166	19952	56
ENSG00000189167	13208	42.79
ENSG00000189169	1745	67.12
ENSG00000189171	15131	50.76
